UMAP1,UMAP2
-0.39529186,8.242249
1.3662851,5.083947
0.5730109,0.5240026
0.12336405,-0.56635416
-1.2425327,10.997477
-0.46479186,6.302544
0.19162272,3.64796
-0.7505265,2.3797216
-0.9341727,7.794077
0.44137537,-0.1065102
-1.3087027,1.5434945
15.282452,0.005890193
-1.1336318,3.1156044
1.6360991,-3.0255878
-1.279143,12.0389
0.4621782,-0.75299287
0.27607024,0.9268672
1.2953616,4.587772
-1.0657774,6.191131
-1.544264,3.5587947
-1.3575093,4.9815793
-1.3761963,3.7179654
-0.9980806,5.512223
-1.1497037,5.1614337
0.9120863,5.8537745
0.4457851,1.3072045
0.51872504,5.786854
-0.5951909,5.5100145
-1.1540314,5.4214816
-1.1893353,7.088171
0.69266135,5.87953
-1.2145649,13.047184
-0.85031253,0.7919812
-0.984522,3.53765
0.29339027,0.5747431
0.3992194,0.16717625
-0.9848353,10.38826
-1.048436,5.434403
-0.90257883,8.9139805
-0.0015762952,6.337583
-0.28557053,-0.54581195
0.52269256,6.633261
-1.111732,5.3823986
-0.14962882,7.999901
-0.6521739,5.9232006
0.19243377,1.3230981
0.72567654,1.834914
-1.28447,12.311272
